epoch,train_loss,train_accuracy,val_loss,val_accuracy,epoch_time_sec
1,52.61995005607605,0.12777777777777777,13.196393251419067,0.17318435754189945,49.91631627082825
2,48.83480894565582,0.21944444444444444,12.39464282989502,0.22905027932960895,49.66016507148743
3,46.83178734779358,0.21666666666666667,12.10877788066864,0.2346368715083799,46.627331256866455
4,45.19712030887604,0.26805555555555555,11.359323740005493,0.3240223463687151,46.54385805130005
5,43.71773016452789,0.30416666666666664,11.174800753593445,0.30726256983240224,47.10668587684631
6,40.79268276691437,0.34305555555555556,10.94095754623413,0.2905027932960894,45.7662091255188
7,39.87525498867035,0.35555555555555557,9.758426427841187,0.40782122905027934,47.44992923736572
8,36.67222082614899,0.4305555555555556,9.81215214729309,0.39106145251396646,47.913026094436646
9,35.257519364356995,0.44722222222222224,9.120635628700256,0.4245810055865922,55.10937690734863
10,30.269930005073547,0.5125,9.051163673400879,0.43575418994413406,52.94805693626404
11,28.240976989269257,0.5513888888888889,8.372299075126648,0.4972067039106145,53.80911731719971
12,25.508192241191864,0.5847222222222223,8.491020917892456,0.553072625698324,53.559471130371094
13,21.648751437664032,0.6597222222222222,8.59889018535614,0.5195530726256983,57.07107877731323
14,17.68689489364624,0.7277777777777777,8.234313488006592,0.5642458100558659,46.927796840667725
15,16.529507279396057,0.7513888888888889,9.921301066875458,0.5139664804469274,54.73544502258301
16,12.068936854600906,0.8111111111111111,9.963283896446228,0.5977653631284916,45.65101909637451
17,9.357210665941238,0.8652777777777778,12.393040776252747,0.5698324022346368,48.274834871292114
18,6.5049494951963425,0.9013888888888889,13.20525062084198,0.553072625698324,48.727872133255005
19,4.468465067446232,0.9319444444444445,14.700163841247559,0.5642458100558659,49.9518039226532
20,4.09218667447567,0.9472222222222222,14.4822016954422,0.5307262569832403,52.74919509887695
21,2.3896385803818703,0.9722222222222222,15.223252296447754,0.5754189944134078,50.56287121772766
22,0.9852047935128212,0.9888888888888889,16.852156400680542,0.5418994413407822,54.63449001312256
23,0.6974834394641221,0.9944444444444445,18.473409295082092,0.5642458100558659,50.393898010253906
24,0.6975848786532879,0.9916666666666667,18.17916965484619,0.6033519553072626,51.2447509765625
25,1.2084401431493461,0.9833333333333333,17.749911427497864,0.5810055865921788,43.71577024459839
26,0.43605379364453256,0.9972222222222222,17.97044575214386,0.5865921787709497,40.079447984695435
27,0.1642738120863214,0.9986111111111111,18.588907718658447,0.6089385474860335,41.577224254608154
28,0.13937022734899074,0.9972222222222222,19.367335081100464,0.6033519553072626,38.67521524429321
29,0.1599302627146244,0.9972222222222222,19.31246066093445,0.5865921787709497,38.02002310752869
30,0.2585043814906385,0.9972222222222222,19.353275418281555,0.5865921787709497,37.66384792327881
31,0.11956179662956856,0.9986111111111111,19.394195079803467,0.6033519553072626,37.17302083969116
32,0.2082906233263202,0.9972222222222222,20.00035309791565,0.5921787709497207,37.35325527191162
33,0.11183779369457625,0.9986111111111111,20.491467595100403,0.5810055865921788,37.46090888977051
34,0.26162655881489627,0.9972222222222222,19.950621366500854,0.5921787709497207,36.761539936065674
35,0.11175300925970078,0.9986111111111111,20.361443042755127,0.6145251396648045,37.22207188606262
36,0.1737314228375908,0.9986111111111111,21.518518924713135,0.6145251396648045,36.70338296890259
37,0.22086172198760323,0.9986111111111111,21.587368369102478,0.5810055865921788,36.626235008239746
38,0.13612688475404866,0.9986111111111111,20.852506160736084,0.5754189944134078,36.728790044784546
39,0.2132645593082998,0.9972222222222222,20.650508522987366,0.5810055865921788,36.393266916275024
40,0.11085549692506902,0.9986111111111111,20.954978585243225,0.5810055865921788,36.462735176086426
41,0.06790223420830444,0.9986111111111111,21.261416792869568,0.5810055865921788,36.2364821434021
42,0.17444379306107294,0.9972222222222222,21.089070558547974,0.5810055865921788,36.42468500137329
43,0.14325701745110564,0.9986111111111111,20.743765473365784,0.5698324022346368,37.923609018325806
44,0.08680971061403397,0.9986111111111111,21.385356068611145,0.5921787709497207,37.7092809677124
45,0.12398499363916926,0.9972222222222222,21.183775782585144,0.5865921787709497,37.1504909992218
46,0.10699880787433358,0.9986111111111111,21.317490696907043,0.5698324022346368,37.248677015304565
47,0.12203267644508742,0.9986111111111111,21.50745153427124,0.5977653631284916,38.9824538230896
48,0.09374864774144953,0.9986111111111111,22.04611074924469,0.5865921787709497,36.898775815963745
49,0.08204239088809118,0.9986111111111111,21.85097348690033,0.6089385474860335,36.784435987472534
50,0.07464516164327506,0.9986111111111111,22.206377267837524,0.5810055865921788,36.77042293548584
